zi,data
凍,⿰冫東
凎,⿰冫金
减,⿰冫咸
凐,⿰冫垔
凑,⿰冫奏
凒,⿰冫豈
凓,⿰冫栗
凔,⿰冫倉
凕,⿰冫冥
凖,⿱准十
凗,⿰冫崔
凘,⿰冫斯
凙,⿰冫睪
凚,⿰冫禁
凛,⿰冫禀
凜,⿰冫稟
凝,⿰冫疑
凞,⿰冫熈
凞,⿱⿲丬臣巳灬
凞,⿱⿲冫臣㔾灬
凞,⿱⿲冫臣巳灬
凞,⿱⿰冫𭘍灬
凞,⿱⿰丬𭘍灬
凟,⿰冫賣
凟,⿰冫𧶠
几,丿㇈
几,丿㇊
几,丿㇍
几,丿⺄
凡,⿵几丶
凡,⿵几一
凡,几丶
凡,几一
凢,⿱丿几
凣,⿱丨几
凤,⿵几又
凥,⿸尸几
処,⿺夂几
凧,⿵几巾
凨,⿵几云
凨,⿵凡𠫔
凩,⿵几木
凪,⿵几止
凫,⿳丿⿴
凫,𠃌㇉
凫,丶几
凬,⿵凡日
凬,⿵几𣄼
凭,⿱任几
凮,⿵几百
凮,⿵凡白
凯,⿰岂几
凰,⿵几皇
凱,⿰豈几
凲,⿵几兼
凳,⿱登几
凴,⿱馮几
凵,𠃊丨
凵,丨一丨
凶,⿶凵乂
凷,⿶凵土
凸,丨㇎一丨一
凹,丨㇅丨𠃍一
凹,丨𠃍一丨𠃍一一
出,⿱屮凵
击,⿱𰀁凵
凼,⿶凵水
函,了⿶凵⿰冫𡿨
函,丂⿶凵⿰冫𡿨
凾,了⿶凵叹
凾,⿶凵⿻丂叹
凿,⿱业⿶凵𢆉
刀,⿹𠃌丿
刁,⿹𠃌㇀
刂,⿰丨亅
刃,⿹𠃌𬼀
刃,⿹𠃌乂
刄,⿻刀乀
刄,⿻刀丶
刅,⿰刃丶
分,⿱八刀
切,⿰七刀
切,⿰土刀
刈,⿰乂刂
刉,⿰乞刂
刊,⿰干刂
刋,⿰千刂
刌,⿰寸刂
刍,⿱⺈𫜹
刍,⿱⺈⺕
刎,⿰勿刂
刏,⿰气刂
刐,⿰丹刂
刑,⿰开刂
划,⿰戈刂
刓,⿰元刂
刔,⿰夬刂
刕,⿱刀𠚪
刖,⿰月刂
刖,⿰⺝刂
列,⿰歹刂
刘,⿰文刂
则,⿰贝刂
刚,⿰冈刂
创,⿰仓刂
刜,⿰弗刂
初,⿰衤刀
刞,⿰且刂
刟,⿰召刂
删,⿰册刂
刡,⿰民刂
刢,⿰令刂
刣,⿰台刂
判,⿰半刂
別,⿰𠮠刂
刦,⿰去刂
刧,⿰去刀
刨,⿰包刂
利,⿰禾刂
刪,⿰册刂
别,⿰另刂
刬,⿰戋刂
刭,⿰𢀖刂
刮,⿰舌刂
刯,⿰亘刂
到,⿰至刂
刱,⿰井刅
刱,⿰𠛝丶
刲,⿰圭刂
刳,⿰夸刂
刴,⿰朶刂
刵,⿰耳刂
制,⿰⿻牛冂刂
刷,⿰𡰯刂
券,⿱龹刀
刹,⿰杀刂
刺,⿰朿刂
刻,⿰亥刂
刼,⿰去刃
刽,⿰会刂
刾,⿰夹刂
刿,⿰岁刂
剀,⿰岂刂
剁,⿰朵刂
剂,⿰齐刂
剃,⿰弟刂
剄,⿰巠刂
剅,⿰豆刂
剆,⿰良刂
則,⿰貝刂
剈,⿰肙刂
剉,⿰坐刂
削,⿰肖刂
剋,⿺克刂
剌,⿰束刂
前,⿱䒑刖
前,⿱䒑⿰⿵冂⺀刂
剎,⿰杀刂
剏,⿰并刃
剐,⿰呙刂
剑,⿰佥刂
剒,⿰昔刂
剓,⿱𥝢刀
剔,⿰易刂
剕,⿰非刂
剖,⿰咅刂
剗,⿰戔刂
剘,⿰其刂
剙,⿰并刅
剙,⿰剏丶
剚,⿰事刂
剛,⿰岡刂
剜,⿰宛刂
剝,⿰录刂
剞,⿰奇刂
剟,⿰叕刂
剟,⿰㕛𠚿
剠,⿰京刂
剡,⿰炎刂
剢,⿰豖刂
剣,⿰㑒刂
剤,⿰斉刂
剥,⿰录刂
剦,⿰奄刂
剧,⿰居刂
剨,⿰砉刂
剩,⿰乗刂
剩,⿰乘刂
剪,⿱前刀
剫,⿰度刂
剬,⿰耑刂
剭,⿰屋刂
剮,⿰咼刂
副,⿰畐刂
剰,⿰乗刂
剱,⿰㑒刃
割,⿰害刂
剳,⿰荅刂
剴,⿰豈刂
創,⿰倉刂
剶,⿰彖刂
剷,⿰産刂
剸,⿰專刂
剹,⿰翏刂
剺,⿸𠩺刀
剻,⿰崩刂
剼,⿰參刂
剽,⿰票刂
剾,⿰區刂
剿,⿰巢刂
劀,⿰矞刂
劁,⿰焦刂
劂,⿰厥刂
劃,⿰畫刂
劄,⿰答刂
劅,⿰蜀刂
劆,⿰廉刂
劇,⿰豦刂
劈,⿱辟刀
劉,⿰𨥫刂
劊,⿰會刂
劋,⿰喿刂
劌,⿰歳刂
劍,⿰僉刂
劎,⿰僉刀
劏,⿰當刂
劐,⿰蒦刂
劑,⿰齊刂
劒,⿰僉刃
劓,⿰鼻刂
劔,⿰僉刃
劕,⿰質刂
劖,⿰毚刂
劗,⿰贊刂
劘,⿰靡刂
劙,⿰蠡刂
劚,⿰屬刂
力,⿻丿𠃌
劜,⿰力乚
劝,⿰又力
办,⿰⿹力丶丶
功,⿰工力
加,⿰力口
务,⿱夂力
务,⿱攵力
劢,⿰万力
劣,⿱少力
劤,⿰斤力
劥,⿰亢力
劦,⿱力𠠴
劧,⿰手力
动,⿰云力
助,⿰且力
努,⿱奴力
劫,⿰去力
劬,⿰句力
劭,⿰召力
劮,⿰失力
劯,⿰石力
劰,⿰白力
励,⿰厉力
劲,⿰𢀖力
劳,⿱𫇦力
労,⿱𰃮力
劵,⿱龹力
劶,⿰后力
劷,⿰羊力
劸,⿰圭力
効,⿰交力
劺,⿰牟力
劻,⿰匡力
劼,⿰吉力
劽,⿱列力
劾,⿰亥力
势,⿱执力
勀,⿰克力
勁,⿰巠力
勂,⿰告力
勃,⿰孛力
勄,⿰每力
勅,⿰束力
勆,⿰良力
勇,⿱甬力
勇,⿱龴男
勈,⿰甬力
勉,⿺免力
勊,⿺克力
勋,⿰员力
勌,⿰卷力
勍,⿰京力
勎,⿰坴力
勏,⿰咅力
勐,⿰孟力
勑,⿰來力
勒,⿰革力
勓,⿰皆力
勔,⿰面力
動,⿰重力
勖,⿰冒力
勗,⿱日助
勗,⿱冃助
勘,⿰甚力
務,⿰矛务
勚,⿰贳力
勛,⿰員力
勜,⿰翁力
勝,⿰月劵
勝,⿰⺼券
勝,⿸𰮤力
勞,⿱𤇾力
募,⿱莫力
募,⿱䒤夯
勠,⿰翏力
勡,⿰票力
勢,⿱埶力
勣,⿰責力
勤,⿰堇力
勥,⿱强力
勦,⿰巢力
勧,⿰𮥶力
勨,⿰象力
勩,⿰貰力
勪,⿰喬力
勫,⿰番力
勬,⿰絭力
勭,⿰童力
勮,⿰豦力
勯,⿰亶力
勰,⿰劦思
勱,⿰萬力
勲,⿱動灬
勳,⿰熏力
勴,⿰慮力
勵,⿰厲力
勶,⿱徹力
勷,⿰襄力
勸,⿰雚力
勹,⿰丿𠃌
勺,⿹勹丶
勺,⿹勹一
勻,⿹勹二
勼,⿹勹九
勽,⿹勹人
勾,⿹勹厶
勿,⿹勹⿰丿丿
匀,⿹勹冫
匀,⿹勹二
匀,⿹勺㇀
匁,⿻⿹勹丿乀
匁,⿻⿹勹丿丶
匂,⿹勹匕
匃,⿹勹亾
匄,⿹勹亡
匄,⿹勺匸
包,⿱勹巳
包,⿱勹己
匆,⿹勹⿻⿰丿丿丶
匆,⿻勿乀
匆,⿻勿丶
匇,⿹勹夕
匈,⿹勹凶
匈,⿹勹⿺𠃊乂
匈,⿹勹⿺㇄乂
匉,⿹勹平
匊,⿹勹米
匋,⿹勹缶
匋,⿹勹𦈢
匌,⿹勹合
匌,⿹勽𠮛
匍,⿹勹甫
匎,⿹勹奄
匏,⿰夸包
匐,⿹勹畐
匑,⿹勹躬
匒,⿹勹荅
匓,⿹勹𣪘
匔,⿹勹躳
匕,⿺乚丿
匕,⿺乚一
匕,⿺𠄌一
匕,⿺㇄丿
匕,⿺㇄一
匕,⿺𠃊一
化,⿰亻𠤎
化,⿰亻匕
化,⿻乚𫢅
北,⿲二丨匕
北,⿰⿱⿰一丨一匕
匘,⿰匕𡿺
匙,⿺是匕
匚,一𠃊
匚,一乚
匚,一𠄌
匚,一㇄
匚,丿𠃊
匚,丿乚
匚,丿𠄌
匚,丿㇄
匛,⿷匚久
匜,⿷匚也
匝,⿷匚巾
匞,⿷匚工
匟,⿷匚亢
匠,⿷匚斤
匡,⿷匚王
匢,⿷匚勿
匣,⿷匚甲
匤,⿷匚玉
匥,⿷匚弁
匦,⿷匚轨
匧,⿷匚夾
匧,⿷匸夾
匨,⿷匚壯
匩,⿷匚𡉚
匩,⿷匚㞷
匪,⿷匚非
匫,⿷匚曶
匬,⿷匚俞
匭,⿷匚軌
匮,⿷匚贵
匯,⿷匚淮
匰,⿷匚單
匱,⿷匚貴
匲,⿷匚𡙗
匲,⿷匸𡙗
匳,⿷匚僉
匴,⿷匚算
匵,⿷匚賣
匵,⿷匚𧶠
匶,⿷匚舊
匷,⿷匚瞿
匸,⿱一𠃊
匸,⿱一㇄
匸,⿱一𠄌
匹,⿷匚儿
匹,⿷匸儿
区,⿷匚乂
区,⿷匸乂
医,⿷匚矢
医,⿷匸矢
匼,⿷匚合
匼,⿷匸合
匽,⿷匚妟
匽,⿷匸妟
匾,⿷匚扁
匾,⿷匸扁
匿,⿷匚若
匿,⿷匸若
區,⿷匚品
區,⿷匸品
十,⿻丨一
卂,⿹⺄十
卂,⿹㇈十
卂,⿹⺄𠂇
卂,⿹㇊十
卂,⿹㇈𠂇
卂,⿹⺄乂
卂,⿹㇈乂
千,⿱丿十
千,⿱丿𠂇
千,⿻亻一
千,⿻𰀪一
卄,⿻〢一
卅,⿻川一
卅,⿻〣一
卆,⿱九十
升,⿻⿰𰀪丨一
午,⿱𠂉十
卉,⿱十廾
半,⿻⺌二
半,⿻小二
半,⿻丿⿱丷二
半,⿻丿⿱八二
卋,⿱十廿
卌,⿻⿰〢〢一
卌,⿻⿰川丨一
卍,⿻㇅
卍,丨一丨
华,⿱化十
协,⿰十办
卐,一丨一
卑,⿱⿻
卑,𰀪日十
卑,⿱丿卑
卒,⿱𠅃十
卒,⿱亠𠦏
卓,⿱⺊早
協,⿰十劦
单,丫旦
卖,⿱十买
南,⿱十⿵冂𢆉
南,⿱𠂇⿵冂𢆉
単,⿱𭕄⿻甲一
卙,⿰甚十
博,⿰十尃
卛,⿱䜌十
卜,⿰丨丶
卜,⿰丨乀
卝,⿲一丨⺊
卝,⿲一丿⺊
卝,⿲一〢一
卞,⿱亠卜
卞,⿱丶下
卟,⿰口卜
卟,⿰𠮝丶
占,⿱⺊口
卡,⿱上卜
卡,⿱⺊下
卢,⿱⺊尸
卣,⿱⺊囙
卤,⿱⺊龱
卥,⿱⺊⿴囗⿻⿰丿丿丶
卥,⿱⺊⿴囗夕
卦,⿰圭卜
卧,⿰臣卜
卨,⿱⺊咼
卩,丨𠃌
卪,⿴卩丶
卫,⿱𠃌丄
卫,⿱𰆊一
卬,⿰匚卩
卭,⿰工卩
卮,⿸𠂋㔾
卮,⿸𠂋巳
卯,⿰𠂎卩
卯,⿰⿸匚丶刀
印,⿰𬼖卩
印,⿰𬼖卪
危,⿱⺈厄
危,⿱勹厄
危,⿸厃㔾
卲,⿰召卩
即,⿰艮卩
却,⿰去卩
卵,⿰𠂑卪
卶,⿰多卩
卷,⿱龹㔾
卸,⿰𦈢卩
卹,⿰血卩
卺,⿱丞㔾
卻,⿰谷卩
卻,⿰𧮫卩
卼,⿺兀危
卼,⿰兀危
卽,⿰皀卩
卾,⿰咢卩
卿,⿰𠂎即
厀,⿰桼卩
厁,⿱斜𰆊
厂,一丿
厂,一丨
厃,⿱⺈厂
厄,⿸厂㔾
厄,⿸𠂆㔾
厅,⿸厂丁
历,⿸厂力
厇,⿸厂乇
厈,⿸厂干
厉,⿸厂万
厉,⿸𠂆万
厉,⿸𠂋勹
厊,⿸厂牙
压,⿸厂圡
厌,⿸厂犬
厍,⿸厂车
厎,⿸厂氐
厎,⿸𠨿丶
厎,⿸𠨿一
厏,⿸厂乍
厐,⿸厂龙
厑,⿸厂𫜸
厒,⿸厂缶
厒,⿸𠨺凵
厓,⿸厂圭
厓,⿸圧土
厔,⿸厂至
厕,⿸厂则
厖,⿸厂尨
厗,⿸厂辛
厗,⿸㕇十
厘,⿸厂里
厙,⿸厂車
厚,⿸厂㫗
厛,⿸厂听
厜,⿸厂垂
厝,⿸厂昔
厞,⿸厂非
原,⿸厂𤽄
厠,⿸厂則
厡,⿸厂泉
厢,⿸厂相
厣,⿸厌甲
厤,⿸厂秝
厥,⿸厂欮
厦,⿸厂夏
厧,⿸厂真
厧,⿸𪠋八
厨,⿸厂𭔰
厩,⿸厂既
厪,⿸厂堇
厫,⿸厂敖
厬,⿸厂晷
厭,⿸厂猒
厮,⿸厂斯
厯,⿸𠩵⿺乚⿰丶丶
厰,⿸厂敞
厱,⿸厂僉
厲,⿸厂萬
厳,⿱𭕄𠪚
厴,⿸厭甲
厵,⿱原𰆬
厶,⿸𠃋丶
厶,⿸𠄌丶
厷,⿸𠂇厶
厸,⿰厶厶
厹,⿱九厶
厺,⿱大厶
去,⿱土厶
去,⿱十𠫔
厼,⿱厶小
厽,⿱厶厸
厾,⿹⺄去
厾,⿹𡈾厶
厾,⿹卂𠫔
县,⿱且厶
县,⿱⺝𠫔
叀,⿱𤰔厶
叀,⿱⿻十日⿰一丶
叁,⿳厶大三
叁,⿳厶𡗓二
叁,⿳厶夳一
参,⿳厶大彡
參,⿱厽㐱
參,⿱𠫯彡
叄,⿱𠫯三
叅,⿱厽𠇍
叅,⿱𠫯㣺
叆,⿰云爱
叇,⿰云逮
又,乀㇇
又,㇝㇇
又,丶㇇
又,⿺乀乛
又,⿺丶乛
叉,⿴又丶
及,⿹㇋丿乀
及,⿱𠃍夂
及,⿹㇋丿丶
友,⿸𠂇又
双,⿰又又
反,⿸𠂆又
反,⿸厂又
収,⿰丩又
叏,⿱⿻丨ユ又
叐,⿱丿友
叐,⿸千乂
叐,⿸千又
发,⿸⿺⿻丿𠃊丶又
叒,⿱又双
叓,⿱𰀉又
叔,⿰尗又
叕,⿰㕛㕛
叕,⿱双双
取,⿰耳又
取,⿸耳又
受,⿳爫冖又
受,⿳丿𰃮又
变,⿱𰁜又
叙,⿰余又
叚,⿰𡰥⿱コ又
叛,⿰半反
叜,⿱灾又
叜,⿳穴八又
叜,⿳穴人又
叜,⿱宀𤆌
叜,⿳宀𠔁又
叝,⿰去𠬝
叝,⿸却又
叞,⿰𫵖又
叟,⿱𦥔又
叟,⿶𪠨丨
叟,⿱申又
叠,⿱叒冝
叡,⿰睿又
叢,⿱丵取
口,丨𠃍一
口,𠃍𠃊
口,⿲丨二丨
古,⿱十口
句,⿹勹口
另,⿱口力
叧,⿱口刀
叨,⿰口刀
叩,⿰口卩
只,⿱口八
叫,⿰口丩
召,⿱刀口
叭,⿰口八
叮,⿰口丁
可,⿹丁口
可,⿹丅口
可,⿱一𠮝
台,⿱厶口
叱,⿰口𠤎
叱,⿰口七
史,⿻丿⿱口乀
史,⿻丿⿱口丶
右,⿸𠂇口
叴,⿱九口
叵,⿷匚口
叵,⿷匸口
叶,⿰口十
号,⿱口丂
号,⿱口𠀁
司,⿹𠃌𠮛
叹,⿰口又
叺,⿰口入
叻,⿰口力
叼,⿰口刁
叽,⿰口几
叾,⿱了口
叿,⿰口工
吀,⿰口千
吁,⿰口于
吂,⿱亡口
吃,⿰口乞
各,⿱夂口
各,⿱叉口
吅,⿰口口
吆,⿰口幺
吇,⿰口子
合,⿱亼口
合,⿱人𠮛
吉,⿱士口
吊,⿱口巾
吋,⿰口寸
同,⿵冂𠮛
同,⿵𠔼コ
同,⿵冂𬼽
同,⿵𠔼口
同,⿵𠔼丅
同,⿵⺝丨
名,⿸夕口
后,⿸𠂆𠮛
后,⿸𠂋口
吏,⿻𠂇⿱口乀
吏,⿻𠂇⿱口丶
吐,⿰口土
向,⿱丿冋
向,⿵𰃦口
吒,⿰口乇
吓,⿰口下
吔,⿰口也
吕,⿱口口
吖,⿰口丫
吗,⿰口马
吘,⿰口午
吙,⿰口火
吚,⿰口尹
君,⿸尹口
吜,⿰口丑
吝,⿱文口
吝,⿱亠𠮣
吞,⿱天口
吞,⿱一夻
吟,⿰口今
吠,⿰口犬
吠,⿺𠯈丶
吡,⿰口比
吡,⿰𫜸匕
吢,⿱心口
吣,⿰口心
吤,⿰口介
吥,⿰口不
否,⿱不口
吧,⿰口巴
吨,⿰口屯
吩,⿰口分
吪,⿰口化
含,⿱今口
听,⿰口斤
吭,⿰口亢
吮,⿰口允
启,⿸户口
启,⿱丶𡰪
吰,⿰口厷
吱,⿰口支
吲,⿰口引
吲,⿰𭇂丨
吳,⿳口𠃑大
吳,⿱⿺𠃊口大
吳,⿱口夨
吴,⿱口天
吵,⿰口少
吶,⿰口内
吷,⿰口夬
吸,⿰口及
吹,⿰口欠
吺,⿰口殳
吻,⿰口勿
吼,⿰口孔
吼,⿰吇乚
吽,⿰口牛
吾,⿱五口
吾,⿱一𭇁
吿,⿱牛口
呀,⿰口牙
呁,⿰口匀
呂,⿳口丿口
呃,⿰口厄
呄,⿱乃古
呄,⿱𰅮口
呅,⿰口文
呆,⿱口木
呇,⿱水口
呈,⿱口王
呈,⿱口𡈼
呉,⿳⿺𠃑口一八
呉,⿳口𠃑⿱一八
告,⿱𠂒口
告,⿱𠂒龴
呋,⿰口夫
呌,⿰口斗
呍,⿰口云
呎,⿰口尺
呎,⿸㕧乀
呏,⿰口升
呐,⿰口内
呑,⿱夭口
呑,⿱丿夻
呒,⿰口无
呓,⿰口艺
呔,⿰口太
呕,⿰口区
呖,⿰口历
呗,⿰口贝
员,⿱口贝
呙,⿱口内
呚,⿰口攵
呛,⿰口仓
呜,⿰口乌
呝,⿰口戹
呝,⿸𠯖乙
呞,⿰口司
呟,⿰口玄
呠,⿰口本
呡,⿰口民
呡,⿸𱒄𫠠
呢,⿰口尼
呢,⿸㕧匕
呣,⿰口母
呤,⿰口令
呥,⿰口冉
呦,⿰口幼
呦,⿰吆力
呧,⿰口氐
周,⿵𱖆口
周,⿵用口
周,⿵⺆𠮷
呩,⿰口示
呪,⿰口兄
呫,⿰口占
呬,⿰口四
呭,⿰口世
呮,⿰口只
呯,⿰口平
呰,⿱此口
呱,⿰口瓜
呲,⿰口此
呲,⿰𠯽匕
味,⿰口未
呴,⿰口句
呵,⿰口可
呶,⿰口奴
呶,⿰𠯆又
呷,⿰口甲
呸,⿰口丕
呹,⿰口失
呺,⿰口号
呻,⿰口申
呼,⿰口乎
命,⿱亼叩
呾,⿰口旦
呿,⿰口去
咀,⿰口且
咁,⿰口甘
咂,⿰口匝
咃,⿰口他
咄,⿰口出
咅,⿱立口
咆,⿰口包
咇,⿰口必
咈,⿰口弗
咉,⿰口央
咊,⿰口禾
咋,⿰口乍
和,⿰禾口
咍,⿰口台
咎,⿱处口
咎,⿺各⺊
咎,⿺各卜
咎,⿺各人
咏,⿰口永
咐,⿰口付
咑,⿰口打
咒,⿱吅几
咓,⿰口瓦
咔,⿰口卡
咕,⿰口古
咖,⿰口加
咖,⿰叻口
咗,⿰口左
咘,⿰口布
咙,⿰口龙
咚,⿰口冬
咛,⿰口宁
咜,⿰口它
咝,⿰口丝
咞,⿰口开
咞,⿰口幵
咞,⿰𭆺干
咟,⿰口百
咠,⿱口耳
咡,⿰口耳
咢,⿱吅亏
咢,⿱吅亐
咢,⿻㕺一
咣,⿰口光
咤,⿰口宅
咥,⿰口至
咦,⿰口夷
咧,⿰口列
咧,⿰𠯪刂
咨,⿱次口
咩,⿰口羊
咪,⿰口米
咫,⿺尺只
咬,⿰口交
咭,⿰口吉
咮,⿰口朱
咯,⿰口各
咰,⿰口旬
咱,⿰口自
咲,⿰口关
咳,⿰口亥
咴,⿰口灰
咵,⿰口夸
咶,⿰口舌
咷,⿰口兆
咸,⿵戌口
咸,⿵戊𠮛
咹,⿰口安
咺,⿰口亘
咻,⿰口休
咼,⿵冎口
咼,⿱𭁟冋
咽,⿰口因
咾,⿰口老
咿,⿰口伊
哀,⿳亠口𧘇
哀,⿳丶𠮛𧘇
品,⿱口吅
哂,⿰口西
哃,⿰口同
哄,⿰口共
哅,⿰口匈
哆,⿰口多
哇,⿰口圭
哈,⿰口合
哉,⿹𢦏口
哉,⿶戓十
哊,⿰口有
哋,⿰口地
哋,⿰吐也
哌,⿰口𠂢
响,⿰口向
哎,⿰口艾
哏,⿰口艮
哐,⿰口匡
哑,⿰口亚
哒,⿰口达
哓,⿰口尧
哔,⿰口毕
哕,⿰口岁
哖,⿰口年
哗,⿰口华
哘,⿰口行
哙,⿰口会
哚,⿰口朵
哛,⿱𫜸分
哜,⿰口齐
哝,⿰口农
哞,⿰口牟
哟,⿰口约
哠,⿰口告
員,⿱口貝
員,⿱𱒒八
哢,⿰口弄
哣,⿰口豆
哤,⿰口尨
哤,⿺㕱彡
哥,⿱可可
哦,⿰口我
哧,⿰口赤
哨,⿰口肖
哩,⿰口里
哪,⿰口那
哫,⿰口足
哬,⿰口何
哭,⿱吅犬
哮,⿰口孝
哯,⿰口見
哰,⿰口牢
哱,⿰口孛
哲,⿱折口
哳,⿰口折
哴,⿰口良
哵,⿰口别
哶,⿰口𦍋
哷,⿰口寽
哸,⿰口妥
哹,⿰口孚
哺,⿰口甫
哻,⿰口旱
哼,⿰口亨
哽,⿰口更
哾,⿰口兑
哿,⿱加可
哿,⿹𪟗口
唀,⿰口秀
唁,⿰口言
唂,⿰口谷
唃,⿰口角
唄,⿰口貝
唅,⿰口含
唆,⿰口夋
唇,⿸辰口
唇,⿱辰口
唈,⿰口邑
唉,⿰口矣
唊,⿰口夾
唋,⿰口余
唌,⿰口延
唍,⿰口完
唎,⿰口利
唎,⿰咊刂
唏,⿰口希
唐,⿸广⿱肀口
唑,⿰口坐
唒,⿰口酉
唓,⿰口車
唔,⿰口吾
唕,⿰口皁
唖,⿰口亜
唗,⿰口走
唘,⿱⿰石又口
唙,⿰口狄
唚,⿰口𠬶
唛,⿰口麦
唛,⿸㕩又
唜,⿱末𫜸
唝,⿰口贡
唞,⿰口抖
唟,⿱去𫜸
唠,⿰口劳
唡,⿰口两
唢,⿰口𭕆
唣,⿰口皂
唤,⿰口奂
唥,⿰口冷
唦,⿰口沙
唧,⿰口即
唧,⿰哏卩
唨,⿰口阻
唨,⿰𨙫且
唩,⿰口委
唪,⿰口奉
唫,⿰口金
唬,⿰口虎
唭,⿰口其
售,⿱隹口
唯,⿰口隹
唰,⿰口刷
唱,⿰口昌
唲,⿰口兒
唳,⿰口戾
唳,⿸𠯖犬
唴,⿰口羌
唵,⿰口奄
唶,⿰口昔
唷,⿰口育
唸,⿰口念
唹,⿰口於
唹,⿰㕫仒
唺,⿰口典
唻,⿰口來
唼,⿰口妾
唽,⿰口析
唽,⿰㕲斤
唾,⿰口垂
唿,⿰口忽
啀,⿰口厓
啁,⿰口周
啂,⿰口乳
啂,⿰哹乚
啃,⿰口肯
啄,⿰口豖
啄,⿰口豕
啅,⿰口卓
商,⿳亠丷冏
啇,⿳亠丷⿵冂古
啈,⿰口幸
啉,⿰口林
啉,⿰㕲木
啊,⿰口阿
啊,⿰𨙫可
啋,⿰口采
啌,⿰口空
啍,⿰口享
啎,⿰午吾
問,⿵門口
啐,⿰口卒
啑,⿰口疌
啒,⿰口屈
啒,⿸㕧出
啓,⿱𢼄口
啔,⿱𫼉口
啕,⿰口匋
啖,⿰口炎
啗,⿰口臽
啘,⿰口宛
啙,⿱此吅
啚,⿳口十回
啚,⿱口㐭
啚,⿳口丄回
啛,⿰口妻
啜,⿰口叕
啝,⿰口和
啝,⿰咊口
啞,⿰口亞
啟,⿰启攵
啠,⿱斦口
啡,⿰口非
啢,⿰口兩
啣,⿰口卸
啤,⿰口卑
啥,⿰口舍
啦,⿰口拉
啧,⿰口责
啨,⿰口青
啩,⿰口卦
啩,⿰哇卜
啪,⿰口拍
啫,⿰口者
啬,⿱⿻土丷回
啭,⿰口转
啭,⿰𪠳专
啮,⿰口齿
啯,⿰口国
啰,⿰口罗
啱,⿰口岩
啲,⿰口的
啲,⿰㕷勺
啳,⿰口卷
啴,⿰口单
啵,⿰口波
啶,⿰口定
啷,⿰口郎
啷,⿰哴阝
啸,⿰口肃
啹,⿰口居
啹,⿸㕧古
啺,⿰口昜
啻,⿱帝口
啼,⿰口帝
啽,⿰口弇
啾,⿰口秋
啾,⿰咊火
啿,⿰口甚
喀,⿰口客
喁,⿰口禺
喂,⿰口畏
喃,⿰口南
善,⿱⿻羊丷𠮛
善,⿳𦍌䒑口
善,⿱𦍌𦬅
善,⿳𦍌⿻丷一口
善,⿳𦍌丷𠮛
善,⿳𢆉𰀆口
喅,⿰口昱
喆,⿰吉吉
喇,⿰口剌
喇,⿰𠲿刂
喈,⿰口皆
喉,⿰口侯
喊,⿰口咸
喋,⿰口枼
喌,⿱吅州
喍,⿰口柴
喎,⿰口咼
喏,⿰口若
喐,⿰口郁
喐,⿰哊阝
喑,⿰口音
喒,⿰口昝
喓,⿰口要
喔,⿰口屋
喔,⿸㕧至
喕,⿰口面
喖,⿰口枯
喖,⿰㕲古
喗,⿰口軍
喘,⿰口耑
喙,⿰口彖
喚,⿰口奂
喛,⿰口爰
喜,⿱壴口
喝,⿰口曷
喞,⿰口即
喟,⿰口胃
喠,⿰口重
喡,⿰口韋
喢,⿰口臿
喣,⿱呴灬
喤,⿰口皇
喥,⿰口度
喦,⿱口⿻
喦,⿰𠮝口凵
喦,⿱品山
喦,⿱口𡷇
喧,⿰口宣
喨,⿰口亮
喩,⿰口俞
喪,⿱⿻土吅𰀠
喫,⿰口契
喬,⿱吞冋
喭,⿰口彦
單,⿱吅⿻甲一
喯,⿰口奔
喰,⿰口食
喱,⿰口厘
喲,⿰口約
喲,⿰𫩹勺
喳,⿰口查
喴,⿰口威
喵,⿰口苗
営,⿱𰃮吕
営,⿱龸吕
喷,⿰口贲
喸,⿱甫𫜸
喹,⿰口奎
喺,⿰口係
喻,⿰口俞
喼,⿰口急
喽,⿰口娄
喾,⿱𰃮告
喿,⿱品木
喿,⿱口𭩸
喿,⿻𠵀人
嗀,⿰𫯁殳
嗀,⿹𣪊口
嗁,⿰口虒
嗂,⿰口䍃
嗃,⿰口高
嗄,⿰口夏
嗅,⿰口臭
嗆,⿰口倉
嗇,⿱⿻土从回
嗈,⿰口邕
嗉,⿰口素
嗊,⿰口貢
嗋,⿰口脅
嗌,⿰口益
嗍,⿰口朔
嗍,⿰𠱘月
嗎,⿰口馬
嗏,⿰口茶
嗐,⿰口害
嗑,⿰口盍
嗒,⿰口荅
嗓,⿰口桑
嗔,⿰口真
嗕,⿰口辱
嗖,⿰口叟
嗗,⿰口骨
嗘,⿰口奚
嗙,⿰口旁
嗚,⿰口烏
嗛,⿰口兼
嗜,⿰口耆
嗝,⿰口鬲
嗞,⿰口兹
嗟,⿰口差
嗟,⿸咩工
嗠,⿰孚各
嗡,⿰口翁
嗢,⿰口昷
嗣,⿰⿱口𠕁司
嗤,⿰口蚩
嗥,⿰口皋
嗦,⿰口索
嗧,⿱加侖
嗨,⿰口海
嗩,⿰口𧴪
嗪,⿰口秦
嗫,⿰口聂
嗬,⿰口荷
嗭,⿱直𫜸
嗮,⿰口晒
嗮,⿰𠯐西
嗯,⿰口恩
嗰,⿰口個
嗱,⿰口拿
嗲,⿰口爹
嗳,⿰口爱
嗴,⿰口羗
嗵,⿰口通
嗶,⿰口畢
