z1,r,z2
榎,Semantic,檟
榛,Semantic,亲
榝,Simplified,𬂮
榝,Compat,樧
榢,Semantic,架
榧,Semantic,棐
榨,Semantic,醡
榨,SpecializedSemantic,酢
榪,Simplified,杩
榮,Semantic,荣
榮,Simplified,荣
榯,Simplified,𰗨
榲,Simplified,榅
榴,Semantic,橊
榿,Simplified,桤
槀,Semantic,稿
槊,Semantic,鎙
構,Simplified,构
槌,Semantic,棰
槌,Semantic,椎
槍,Simplified,枪
槎,Semantic,楂
槑,Semantic,梅
槓,Semantic,杠
槓,Semantic,篢
槖,Semantic,橐
槚,Traditional,檟
槛,Traditional,檻
槟,Traditional,檳
槠,Traditional,櫧
槤,Simplified,梿
槧,Simplified,椠
槨,Semantic,椁
槨,Simplified,椁
槩,Semantic,㮣
槩,Semantic,概
槩,Compat,㮣
槪,Semantic,㮣
槫,Simplified,𣏢
槮,Simplified,椮
槱,Spoofing,𪳝
槳,Simplified,桨
槶,Simplified,椢
槹,Semantic,𣓌
槻,Simplified,𬃀
槼,Simplified,椝
樁,Simplified,桩
樂,Simplified,乐
樅,Simplified,枞
樊,Semantic,棥
樐,Semantic,㯭
樐,Semantic,艪
樐,Semantic,櫓
樑,Semantic,梁
樓,Simplified,楼
標,Simplified,标
樚,Semantic,轆
樞,Simplified,枢
樠,Simplified,𣗊
樢,Simplified,㭤
樣,Simplified,样
樧,Compat,榝
横,Traditional,橫
樫,Simplified,㭴
樯,Traditional,檣
樱,Traditional,櫻
樲,Simplified,𬃘
樳,Simplified,桪
樷,Semantic,叢
樸,Semantic,朴
樸,Simplified,朴
樹,Simplified,树
樺,Simplified,桦
樻,Semantic,匱
樻,Semantic,櫃
樻,Simplified,𭫀
樽,Semantic,墫
樽,Semantic,罇
樿,Simplified,椫
橃,Simplified,𭩰
橅,Simplified,𬂠
橆,Semantic,無
橇,Semantic,鞽
橈,Simplified,桡
橊,Semantic,榴
橋,Simplified,桥
橐,Semantic,槖
橓,Semantic,蕣
橚,Simplified,𰗹
橛,Semantic,橜
橜,Semantic,橛
機,Semantic,机
機,Simplified,机
橢,Simplified,椭
橥,Traditional,櫫
橨,Simplified,𰗺
橫,Simplified,横
橯,Simplified,𣓿
橱,Traditional,櫥
橹,Traditional,櫓
橼,Traditional,櫞
檁,Semantic,标
檁,Simplified,檩
檂,Simplified,𬂰
檉,Semantic,柳
檉,Simplified,柽
檋,Simplified,𰘈
檐,Semantic,簷
檒,Simplified,𮨴
檔,Semantic,欓
檔,Simplified,档
檛,Semantic,簻
檛,Simplified,𭪆
檜,Simplified,桧
檝,Semantic,楫
檝,Semantic,艥
檟,Semantic,榎
檟,Simplified,槚
檟,SpecializedSemantic,斝
檠,Semantic,𢐧
檡,Simplified,𰗛
檢,Simplified,检
檣,Semantic,艢
檣,Simplified,樯
檥,Simplified,𭩚
檩,Traditional,檁
檭,Simplified,𣘴
檮,Simplified,梼
檯,Semantic,儓
檯,Semantic,枱
檯,Simplified,台
檰,Simplified,𰘣
檲,Simplified,𣑝
檳,Semantic,㯽
檳,Semantic,梹
檳,Simplified,槟
檴,Semantic,穫
檵,Simplified,𪲛
檸,Simplified,柠
檻,Simplified,槛
檾,Semantic,䔛
檾,Simplified,𰘓
檿,Simplified,𰗜
櫂,Semantic,棹
櫂,SpecializedSemantic,掉
櫃,Semantic,匱
櫃,Semantic,柜
櫃,Semantic,樻
櫃,Semantic,饋
櫃,Semantic,鐀
櫃,Simplified,柜
櫅,Simplified,𪲎
櫈,Semantic,凳
櫌,Semantic,耰
櫍,Simplified,𬃊
櫎,Simplified,𰗓
櫏,Simplified,𰗬
櫓,Semantic,㯭
櫓,Semantic,樐
櫓,Semantic,艪
櫓,Simplified,橹
櫚,Simplified,榈
櫛,Simplified,栉
櫝,Semantic,匵
櫝,Simplified,椟
櫞,Simplified,橼
櫟,Simplified,栎
櫠,Simplified,𪲮
櫢,Simplified,𰘸
櫥,Simplified,橱
櫧,Simplified,槠
櫨,Simplified,栌
櫩,Simplified,𰘠
櫪,Simplified,枥
櫫,Simplified,橥
櫬,Simplified,榇
櫯,Simplified,𰘶
櫱,Semantic,蘖
櫱,Simplified,蘖
櫳,Semantic,㰍
櫳,Simplified,栊
櫴,Simplified,𰘳
櫶,Simplified,𬃫
櫸,Simplified,榉
櫹,Simplified,𰘩
櫺,Semantic,欞
櫻,Simplified,樱
櫻,SpecializedSemantic,蘡
櫽,Simplified,𬄩
櫾,Semantic,柚
欄,Simplified,栏
欄,Spoofing,𣟬
欇,Simplified,𪳍
權,Simplified,权
欍,Simplified,𣐤
欏,Simplified,椤
欐,Simplified,𪲔
欑,Simplified,𪴙
欒,Simplified,栾
欓,Semantic,檔
欓,Simplified,𣗋
欖,Simplified,榄
欘,Simplified,𣚚
欝,Semantic,鬱
欞,Semantic,櫺
欞,Simplified,棂
欢,Semantic,懽
欢,Semantic,歡
欢,Traditional,歡
欣,Semantic,忻
欤,Traditional,歟
欧,Traditional,歐
欬,Semantic,咳
欬,SpecializedSemantic,咳
欲,Semantic,慾
欵,Semantic,款
欶,Semantic,𠲿
欸,Semantic,唉
欸,SpecializedSemantic,唉
欹,Semantic,猗
欼,Semantic,啜
欼,Semantic,歠
欽,Simplified,钦
款,Semantic,欵
歄,Simplified,𬅥
歌,Semantic,謌
歍,Simplified,𰙋
歎,Semantic,嘆
歐,Simplified,欧
歕,Semantic,呠
歕,Semantic,噴
歕,Simplified,𬅫
歗,Semantic,嘯
歗,Simplified,𰙑
歛,Simplified,𰙎
歞,Simplified,𪴯
歟,Simplified,欤
歠,Semantic,啜
歠,Semantic,欼
歡,Semantic,懽
歡,Semantic,欢
歡,Simplified,欢
歱,Semantic,踵
歲,Semantic,亗
歲,Semantic,岁
歲,Semantic,嵗
歲,Semantic,歳
歲,Semantic,𡻕
歲,Simplified,岁
歳,Semantic,歲
歴,Semantic,曆
歴,Semantic,歷
歷,Semantic,曆
歷,Semantic,歴
歷,Simplified,历
歸,Semantic,归
歸,Simplified,归
歹,Semantic,歺
歹,SpecializedSemantic,𣦵
歹,SpecializedSemantic,𣦶
歺,Semantic,歹
歼,Traditional,殲
歿,Semantic,殁
歿,Simplified,殁
殁,Semantic,歿
殁,Traditional,歿
殃,Semantic,䄃
殇,Traditional,殤
殉,Semantic,侚
殉,Semantic,狥
残,Traditional,殘
殍,SpecializedSemantic,莩
殒,Traditional,殞
殓,Traditional,殮
殘,Simplified,残
殚,Traditional,殫
殞,Simplified,殒
殡,Traditional,殯
殢,Simplified,𣨼
殤,Simplified,殇
殨,Simplified,㱮
殫,Simplified,殚
殮,Simplified,殓
殯,Simplified,殡
殰,Semantic,𦢌
殰,Simplified,㱩
殲,Simplified,歼
殳,Semantic,杸
殴,Traditional,毆
殺,Simplified,杀
殻,Semantic,壳
殻,SpecializedSemantic,殼
殼,Semantic,㱿
殼,Simplified,壳
殼,SpecializedSemantic,壳
殼,SpecializedSemantic,殻
殽,Semantic,淆
毀,Simplified,毁
毁,Traditional,毀
毂,Traditional,轂
毄,Simplified,𬆦
毆,Simplified,殴
毊,Simplified,𪵑
毓,Semantic,育
毕,Traditional,畢
毗,Semantic,毘
毘,Semantic,毗
毙,Traditional,斃
毡,Semantic,氈
毡,Traditional,氈
毧,Semantic,㲓
毵,Traditional,毿
毶,Traditional,𣯶
毿,Simplified,毵
氀,Simplified,𰚦
氂,Simplified,牦
氅,Semantic,鷩
氇,Traditional,氌
氈,Semantic,毡
氈,Semantic,氊
氈,Simplified,毡
氊,Semantic,氈
氌,Simplified,氇
氓,Semantic,甿
气,Traditional,氣
氙,Semantic,氥
氜,Semantic,陽
氜,Semantic,阳
氡,Semantic,氭
氢,Traditional,氫
氣,Semantic,炁
氣,Simplified,气
氤,Semantic,絪
氥,Semantic,氙
氩,Traditional,氬
氫,Simplified,氢
氬,Simplified,氩
氭,Semantic,氡
氭,Simplified,𣱝
氯,Semantic,綠
氲,Traditional,氳
氳,Simplified,氲
水,Semantic,氵
氵,Semantic,水
氷,Semantic,冫
氷,Semantic,冰
氼,Semantic,溺
汇,Traditional,匯
汇,Traditional,彙
汉,Traditional,漢
汎,Semantic,泛
汙,Semantic,污
汙,Semantic,洿
汙,Semantic,汚
汚,Semantic,汙
汚,Semantic,洿
污,Semantic,汙
汤,Traditional,湯
汨,SpecializedSemantic,汩
汩,SpecializedSemantic,汨
汫,SpecializedSemantic,阱
汹,Traditional,洶
決,Semantic,决
決,Simplified,决
沈,Semantic,沉
沈,SpecializedSemantic,沉
沈,Traditional,瀋
沉,Semantic,沈
沉,SpecializedSemantic,沈
沍,Semantic,冱
沒,Simplified,没
沒,SpecializedSemantic,没
沖,Semantic,冲
沖,Simplified,冲
沟,Traditional,溝
没,SpecializedSemantic,沒
没,Traditional,沒
沣,Traditional,灃
沤,Traditional,漚
沥,Traditional,瀝
沦,Traditional,淪
沧,Traditional,滄
沨,Traditional,渢
沩,Traditional,溈
沪,Semantic,冱
沪,Traditional,滬
沫,Spoofing,沬
沬,Spoofing,沫
沱,Semantic,沲
沲,Semantic,沱
沸,Semantic,㵒
況,Semantic,况
況,Simplified,况
泄,Semantic,洩
泄,Semantic,渫
泉,Semantic,洤
泛,Semantic,汎
泝,Semantic,遡
泞,Traditional,濘
泡,SpecializedSemantic,箔
泥,Semantic,坭
泥,SpecializedSemantic,坭
注,Simplified,注
注,Traditional,注
注,Traditional,註
泪,Semantic,淚
泪,Traditional,淚
泶,Traditional,澩
泷,Traditional,瀧
泸,Traditional,瀘
泺,Traditional,濼
泻,Traditional,瀉
泼,Traditional,潑
泽,Traditional,澤
泾,Traditional,涇
洁,Traditional,潔
洒,Semantic,灑
洒,Traditional,灑
洞,Semantic,峒
洤,Semantic,泉
洩,Semantic,泄
洩,Semantic,渫
洶,Simplified,汹
洼,Traditional,窪
洿,Semantic,汙
洿,Semantic,汚
浃,Traditional,浹
浅,Traditional,淺
浆,Traditional,漿
浇,Traditional,澆
浈,Traditional,湞
浉,Traditional,溮
浊,Traditional,濁
测,Traditional,測
浍,Traditional,澮
济,Traditional,濟
浏,Traditional,瀏
浐,Traditional,滻
浑,Traditional,渾
浒,Traditional,滸
浓,Traditional,濃
浔,Traditional,潯
浕,Traditional,濜
浚,Semantic,濬
浣,Semantic,澣
浹,Simplified,浃
浼,Semantic,凂
浼,Semantic,潣
浿,Simplified,𬇙
涂,Traditional,塗
涅,Semantic,湼
涇,Simplified,泾
涌,Semantic,湧
涎,Semantic,㳄
涕,Semantic,䶏
涖,Semantic,莅
涖,Semantic,蒞
涗,Compat,涚
涚,Compat,涗
涛,Traditional,濤
涝,Traditional,澇
涞,Traditional,淶
涟,Traditional,漣
涠,Traditional,潿
涡,Traditional,渦
涢,Traditional,溳
涣,Traditional,渙
涤,Traditional,滌
润,Traditional,潤
涧,Traditional,澗
涨,Traditional,漲
涩,Traditional,澀
涶,Semantic,唾
涶,SpecializedSemantic,唾
涷,Simplified,𰛒
涼,Semantic,凉
涼,Simplified,凉
淀,Traditional,澱
淆,Semantic,殽
淒,Semantic,凄
淚,Semantic,泪
淚,Simplified,泪
淜,Semantic,漰
淡,Semantic,澹
淡,SpecializedSemantic,澹
淥,Simplified,渌
淨,Semantic,凈
淨,SpecializedSemantic,凈
淪,Simplified,沦
淫,Semantic,婬
淳,Semantic,湻
淵,Simplified,渊
淶,Simplified,涞
淹,Semantic,渰
淺,Simplified,浅
渊,Traditional,淵
渌,Traditional,淥
渍,Traditional,漬
渎,Traditional,瀆
渐,Traditional,漸
渑,Traditional,澠
渔,Traditional,漁
渖,Traditional,瀋
渗,Traditional,滲
渙,Simplified,涣
渚,Semantic,陼
減,Semantic,减
減,Simplified,减
渢,Simplified,沨
渦,Simplified,涡
渨,Semantic,隈
渨,SpecializedSemantic,偎
温,Semantic,溫
温,Traditional,溫
渫,Semantic,泄
渫,Semantic,洩
渫,Spoofing,𠗨
測,Simplified,测
測,Spoofing,𠗧
渰,Semantic,淹
渹,Semantic,𢕐
渹,Semantic,訇
渾,Simplified,浑
湆,Spoofing,𠗥
湊,Semantic,凑
湊,Simplified,凑
湊,Spoofing,凑
湋,Simplified,𣲗
湌,Spoofing,飡
湏,Semantic,須
湑,SpecializedSemantic,醑
湞,Simplified,浈
湧,Semantic,涌
湮,Spoofing,凐
湯,Simplified,汤
湳,Spoofing,㓓
湶,Spoofing,𠗯
湻,Semantic,淳
湼,Semantic,涅
湾,Traditional,灣
湿,Traditional,濕
溁,Traditional,濚
溃,Traditional,潰
溅,Traditional,濺
溆,Traditional,漵
溇,Traditional,漊
溈,Simplified,沩
溈,Compat,潙
溉,Semantic,摡
溏,Spoofing,𠗶
溓,Spoofing,𠗳
準,Semantic,准
準,Simplified,准
溝,Simplified,沟
溡,Simplified,𪶄
溤,Simplified,𰛊
溤,Spoofing,馮
溧,Spoofing,凓
溫,Semantic,温
溫,Simplified,温
溮,Simplified,浉
溯,Semantic,遡
溯,SpecializedSemantic,㴑
溰,Simplified,𰛥
溰,Spoofing,凒
溳,Simplified,涢
溺,Semantic,氼
溺,SpecializedSemantic,尿
溻,Semantic,褟
溼,Semantic,濕
溽,Semantic,縟
滂,Spoofing,𠗵
滄,Simplified,沧
滄,Spoofing,凔
滅,Semantic,烕
滅,Simplified,灭
滅,Spoofing,㓕
滌,Simplified,涤
滎,Simplified,荥
滗,Traditional,潷
滙,Semantic,匯
滚,Traditional,滾
滞,Traditional,滯
滟,Traditional,灧
滠,Traditional,灄
满,Traditional,滿
滢,Traditional,瀅
滤,Traditional,濾
滥,Traditional,濫
滦,Traditional,灤
滨,Traditional,濱
滩,Traditional,灘
滪,Traditional,澦
滬,Simplified,沪
滭,Simplified,𰛡
滭,Spoofing,㓖
滯,Simplified,滞
滲,Simplified,渗
滲,Spoofing,𠗿
滷,Simplified,𰛮
滸,Simplified,浒
滺,Semantic,悠
滻,Simplified,浐
滾,Simplified,滚
滾,SpecializedSemantic,菌
滿,Simplified,满
漁,Semantic,䱷
漁,Simplified,渔
漆,Semantic,㯃
漆,Semantic,桼
漇,Semantic,𢳜
漊,Simplified,溇
漍,Simplified,𬇹
漎,Semantic,潨
漎,Simplified,𰛏
漐,Simplified,𰛣
漓,Traditional,灕
漙,Simplified,𬇘
漚,Simplified,沤
漢,Simplified,汉
漣,Simplified,涟
漤,Traditional,灠
漫,Semantic,澷
漬,Simplified,渍
漰,Semantic,淜
漱,Spoofing,𠘂
漲,Simplified,涨
漵,Simplified,溆
漸,Simplified,渐
漺,Spoofing,𠗾
漻,Spoofing,𠗽
漼,Spoofing,凗
漾,Semantic,瀁
漿,Semantic,𤕯
漿,Simplified,浆
潁,Simplified,颍
潆,Traditional,瀠
潇,Traditional,瀟
潋,Traditional,瀲
潍,Traditional,濰
潑,Simplified,泼
潔,Simplified,洁
潔,Spoofing,㓗
潙,Compat,溈
潚,Simplified,㴋
潛,Semantic,潜
潛,Simplified,潜
潜,Semantic,潛
潜,Traditional,潛
潝,Semantic,㴔
潣,Semantic,浼
潣,Simplified,𫞗
潤,Simplified,润
潦,SpecializedSemantic,澇
潨,Semantic,漎
潬,Semantic,灘
潬,Simplified,𬈁
潯,Simplified,浔
潰,Simplified,溃
潴,Traditional,瀦
潷,Simplified,滗
潸,Semantic,𣽽
潸,Spoofing,𣽽
潹,Spoofing,𠘆
潺,Spoofing,𠘈
潿,Simplified,涠
澀,Semantic,澁
澀,Semantic,濇
澀,Semantic,瀒
澀,Simplified,涩
澁,Semantic,澀
澁,Semantic,濇
澅,Simplified,𣶩
澆,Simplified,浇
澇,Simplified,涝
澇,SpecializedSemantic,潦
澈,Semantic,徹
澋,Spoofing,𠘉
澌,Spoofing,凘
澒,Simplified,𭱊
澖,Simplified,𰛵
澗,Semantic,磵
澗,Simplified,涧
澛,Traditional,瀂
澜,Traditional,瀾
澟,Spoofing,凜
澠,Simplified,渑
澢,Simplified,𭰎
澣,Semantic,浣
澤,Simplified,泽
澤,Spoofing,凙
澦,Simplified,滪
澩,Simplified,泶
澫,Simplified,𬇕
澬,Simplified,𫞚
澮,Simplified,浍
澮,Spoofing,𠘎
澰,Simplified,𰛲
澱,Simplified,淀
澳,Semantic,襖
澳,Semantic,𥜌
澶,Spoofing,𠘐
澷,Semantic,漫
澹,Semantic,淡
澹,SpecializedSemantic,淡
澾,Simplified,㳠
澿,Spoofing,凚
濁,Simplified,浊
濂,Spoofing,濓
濃,Simplified,浓
濃,Spoofing,𠘊
濄,Simplified,㳡
濆,Simplified,𣸣
濇,Semantic,澀
濇,Semantic,澁
濇,Semantic,瀒
濇,Simplified,𬈧
濊,Simplified,𰛦
濎,Spoofing,𠘋
濑,Traditional,瀨
濒,Traditional,瀕
濓,Spoofing,濂
濕,Semantic,溼
濕,Simplified,湿
濘,Simplified,泞
濚,Simplified,溁
濛,Semantic,霥
濛,Semantic,靀
濛,Simplified,蒙
濜,Simplified,浕
濟,Simplified,济
濤,Simplified,涛
濧,Simplified,㳔
濪,Spoofing,𩇝
濫,Simplified,滥
濬,Semantic,浚
濰,Simplified,潍
濱,Semantic,濵
濱,Semantic,瀕
濱,Simplified,滨
濵,Semantic,濱
濵,Semantic,瀕
濶,Semantic,闊
濺,Simplified,溅
濼,Simplified,泺
濼,Spoofing,𠘙
濾,Simplified,滤
濿,Semantic,砅
濿,Simplified,𪵱
瀁,Semantic,漾
瀁,Simplified,𰜝
瀂,Simplified,澛
瀃,Simplified,𣽷
瀄,Simplified,𰛤
瀅,Simplified,滢
瀆,Simplified,渎
瀆,Spoofing,凟
瀇,Simplified,㲿
瀈,Simplified,𰝍
瀉,Simplified,泻
瀋,Simplified,沈
瀋,Simplified,渖
瀏,Simplified,浏
瀒,Semantic,澀
瀒,Semantic,濇
瀕,Semantic,濱
瀕,Semantic,濵
瀕,Simplified,濒
瀘,Simplified,泸
瀙,Simplified,𰜜
瀝,Simplified,沥
瀝,Spoofing,𠘟
瀟,Simplified,潇
瀠,Simplified,潆
瀢,Simplified,𬉋
瀤,Spoofing,𠘠
瀦,Simplified,潴
瀧,Simplified,泷
瀨,Simplified,濑
瀨,Spoofing,𠘝
瀯,Simplified,𰝅
瀰,Simplified,㳽
瀲,Simplified,潋
瀳,Simplified,𰜨
瀴,Simplified,𰜳
瀵,Simplified,𬉂
瀾,Simplified,澜
灂,Spoofing,𠘣
灃,Simplified,沣
灄,Simplified,滠
灍,Simplified,𫞝
灏,Traditional,灝
灑,Semantic,洒
灑,Simplified,洒
灒,Simplified,𪷽
灓,Simplified,𰛪
灕,Simplified,漓
灘,Semantic,潬
灘,Simplified,滩
灙,Simplified,𣺼
灝,Simplified,灏
灟,Simplified,𭲫
灠,Simplified,漤
灠,Simplified,𰜐
灡,Simplified,㳕
灡,Simplified,𬉠
灣,Simplified,湾
灤,Simplified,滦
灦,Simplified,𰝤
灧,Simplified,滟
火,Semantic,灬
灬,Semantic,火
灭,Traditional,滅
灯,Semantic,燈
灯,Traditional,燈
灰,Semantic,灰
灴,Semantic,烘
灵,Semantic,靈
灵,Traditional,靈
灶,Semantic,竈
灶,Traditional,竈
災,Semantic,灾
災,Semantic,烖
災,Semantic,菑
災,Simplified,灾
灾,Semantic,災
灾,Semantic,菑
灾,Semantic,烖
灾,Traditional,災
灿,Traditional,燦
炀,Traditional,煬
炁,Semantic,氣
炉,Semantic,爐
炉,Traditional,爐
炜,Traditional,煒
炝,Traditional,熗
炤,Semantic,照
炫,SpecializedSemantic,衒
炮,Semantic,砲
炮,Semantic,炰
炮,Semantic,礮
炮,SpecializedSemantic,炰
炯,Semantic,烱
炰,Semantic,炮
炰,SpecializedSemantic,炮
炸,Semantic,煠
炸,SpecializedSemantic,煠
点,Semantic,點
点,Traditional,點
為,Semantic,爲
為,Simplified,为
炼,Traditional,煉
炽,Traditional,熾
烁,Traditional,爍
烂,Traditional,爛
烃,Traditional,烴
烊,Semantic,煬
烏,Simplified,乌
烕,Semantic,滅
烖,Semantic,災
烖,Semantic,灾
烖,Semantic,菑
烘,Semantic,灴
烛,Semantic,燭
烛,Traditional,燭
烜,Semantic,晅
烝,Semantic,蒸
烟,Semantic,完
烟,Semantic,菸
烟,Semantic,煙
烟,SpecializedSemantic,菸
烟,Traditional,煙
烦,Traditional,煩
烧,Traditional,燒
烨,Traditional,燁
烩,Traditional,燴
烫,Traditional,燙
烬,Traditional,燼
热,Traditional,熱
烱,Semantic,炯
烴,Simplified,烃
焕,Traditional,煥
焖,Traditional,燜
焘,Traditional,燾
焛,Simplified,𬮟
無,Semantic,无
無,Semantic,橆
無,Simplified,无
焰,Semantic,燄
煅,Semantic,鍛
煆,Semantic,鍜
煇,Semantic,輝
煇,Simplified,𪸩
煉,Simplified,炼
煑,Semantic,煮
煒,Simplified,炜
煖,Semantic,暖
煖,SpecializedSemantic,娠
煖,SpecializedSemantic,暖
煙,Semantic,完
煙,Semantic,烟
煙,Semantic,菸
煙,Simplified,烟
煙,SpecializedSemantic,菸
煠,Semantic,炸
煠,SpecializedSemantic,炸
煢,Simplified,茕
煥,Simplified,焕
照,Semantic,炤
煩,Simplified,烦
煬,Semantic,烊
煬,Simplified,炀
煮,Semantic,煑
煱,Simplified,㶽
煳,Semantic,㷻
煴,Traditional,熅
煼,Simplified,𬊂
熂,Simplified,𪸕
熅,Simplified,煴
熇,Semantic,燺
熈,Semantic,熙
熉,Simplified,𤈶
熌,Simplified,𤇄
熏,Semantic,燻
熏,Semantic,𤑕
熒,Simplified,荧
熓,Simplified,𤆡
熔,Semantic,鎔
熕,Simplified,𬊎
熗,Simplified,炝
熙,Semantic,熈
熞,Simplified,𰞤
熡,Simplified,𤋏
熨,Semantic,㷉
熨,SpecializedSemantic,㷉
熨,SpecializedSemantic,尉
熰,Simplified,𬉼
熱,Semantic,𤍠
熱,Simplified,热
熲,Simplified,颎
熾,Simplified,炽
燀,Simplified,𬊤
燁,Simplified,烨
燄,Semantic,焰
燈,Semantic,灯
燈,Simplified,灯
燌,Simplified,𰞻
燐,Semantic,㷠
燐,Semantic,粦
燒,Semantic,簫
燒,Simplified,烧
燖,Simplified,𬊈
燘,Simplified,𬊖
燙,Simplified,烫
燜,Simplified,焖
營,Simplified,营
燡,Simplified,𰞇
燦,Simplified,灿
燭,Semantic,烛
燭,Simplified,烛
燰,Simplified,𬊺
燴,Simplified,烩
燵,Simplified,𬊉
燶,Simplified,㶶
燺,Semantic,熇
燻,Semantic,熏
燼,Simplified,烬
燽,Simplified,𬊍
燾,Simplified,焘
燿,Semantic,曜
燿,Semantic,耀
爁,Simplified,𬊶
爃,Simplified,𫞡
爄,Simplified,𤇃
爍,Simplified,烁
爐,Semantic,炉
爐,Simplified,炉
爓,Simplified,𰟘
爖,Simplified,𤇭
爛,Simplified,烂
爣,Simplified,𬊵
爥,Simplified,𪹳
爧,Simplified,𫞠
爪,Semantic,㕚
爪,Semantic,爫
爫,Semantic,㕚
爫,Semantic,爪
爭,Semantic,争
爭,Simplified,争
爱,Traditional,愛
爲,Semantic,為
爷,Traditional,爺
爺,Simplified,爷
爾,Semantic,尒
爾,Semantic,尔
爾,Simplified,尔
爿,Semantic,𤕪
牀,Semantic,床
牄,Semantic,蹌
牆,Semantic,墻
牆,Semantic,廧
牆,Simplified,墙
版,Semantic,板
牋,Semantic,箋
牋,Simplified,𰠛
牍,Traditional,牘
牕,Semantic,窻
牕,Semantic,窗
牕,Semantic,窓
牘,Simplified,牍
牛,Semantic,牜
牜,Semantic,牛
牟,Semantic,麰
牠,Semantic,他
牠,Semantic,它
牠,SpecializedSemantic,它
牦,Traditional,氂
牴,Semantic,觝
牴,SpecializedSemantic,牴
牵,Traditional,牽
牺,Traditional,犧
牼,Simplified,𰠲
牽,Simplified,牵
犁,Semantic,犂
